,0
2779,#Coronavirus-Hotspots in : \n\nOffenbach (18) fällt laut RKI-Tagesstatistik unter die Schwelle von 50 gemeldeten Infektionen je 100.000 Einwohnern in 7 Tagen.\n\nRosenheim (51) dagegen liegt jetzt leicht darüber.\n\n@username 
2780,"Beeindruckende Grafik: Belegung der Intensivstationen in England, verschiedene Jahre/ Saisons im Vergleich. Für alle, die gern COVID-19 mit Influenza vergleichen. "
2781,"Intensiv-Visite heute: Patient mit #COVID19, 38 J., ohne Vorerkrankungen, ohne Impfschutz.\nSchwere Lungenschädigung, zentrale Lungenarterienembolie, bakterielle Superinfektion. Wir versuchen alles, derzeit #ECMO. Überlebenschancen gering.\n\nDesinformation kann tödlich sein. "
2782,"Liebe Leute,\nIch glaube ihr begreift nicht, wie es läuft in den Krankenhäusern.\nHier private Korrespondenz. Weil ich hoffe, dass ihr begreift. \n#StayAtHome #COVID19 #COVIDIOTS "
2783,"Mein nächster Gast in ""corona nachgehakt"" ist Klaus Stöhr. Herdenimmunität kann man bei #COVID19 nicht erreichen, sagt der Virologe. ""Normalität heißt Infektionen zulassen"". Onlinepremiere heute 17 Uhr. @username #VierteWelle Stöhr war Leiter des Influenza-Programms der WHO. "
2784,"Der neue #IfSG-Entwurf.\n\nDemnach darf Lothar Wieler jederzeit in meine Wohnung eindringen, um nach #Sars_Cov_2 (akt. 0,1% CFR) zu fahnden und mein Arbeitgeber in meinem #Impfstatus herumschnüffeln, um mich nach Belieben zu diskriminieren.\n\nEuer Ernst @username @username "
2785,"Gemeinschaftspraxis Dr. Kraul aus Schmalkalden hat sich aufgrund Sicherheitsbedenken dazu entschlossen, keine Covid19-Impfungen mehr anzubieten.\n "
2786,Seit Beginn der vierten Welle ist die Zahl der #Corona-Intensivpatient:innen bundesweit zum ersten Mal wieder über 1000 gestiegen. Von schweren Verläufen und Todesfällen sind meistens Ungeimpfte betroffen. 
2787,"Wir sehen jetzt schon das Alter der COVID19 Patienten auf der Intensivstation sinkt im Median. Auch bei Jüngeren ohne Vorerkrankungen mit durchschnittlich 40/ 50 Jahren. Menschen die mitten im Leben standen, Menschen die noch schulpflichtige Kinder haben."
2788,"„Jedes Mal, wenn man sich mit COVID-19 infiziert, steigt auch das Risiko für andere schwere Erkrankungen.“\n\n#COVID19 #LongCovid #Corona #BringBackMasks #SARSCoV2 #DieMaskeBleibtAuf #MECFS\n\n "
2789,Wer konnte das nur ahnen? Aber lassen wir noch mehr Menschen zu tausenden aufeinander treffen \n#coronavirus\n#Delta #diedummheitdermenschen\n\n 
2790,"Wichtige Studie von @username zeigt, dass geboosterte Infizierte mit Omicron deutlich weniger ansteckend sind als ungeimpfte oder ungeboosterte Infizierte. Somit ist die Boosterimpfung nicht nur Selbstschutz sondern auch Fremdschutz. "
2791,"Studien zeigen, dass die Plexiglaswände, die es vielerorts gibt, grösstenteils nutzlos sind. Sie können allenfalls grössere Tröpfchen aufhalten, aber Aerosole verbreiten sich wie Zigarettenrauch. Wenn die Wände Luftzirkulation verhindern, schaden sie sogar "
2792,"#COVID19 #COVID19at\nVon gestern, Montag 20. Juni 2022, bis heute, Dienstag 21. Juni 2022, gab es - laut EMS-Morgenmeldung - 9842 neuregistrierte positive Fälle. Die Vergleichszahl von gestern war 5145, die Vergleichszahl von vorigem Dienstag 6026."
2793,"Pat, 36, ungeimpft, jetzt mittelschwer an #Covid19 erkrankt zu Hause, pO2 92%. Sein Bruder (ungeimpft) am Telefon: ""Warum kriegt mein Bruder jetzt nicht das neue Medikament von Roche? Das muss er doch haben!"". Klar. Erst nicht impfen wollen und dann Maximaltherapie fordern."
2794,Neue Virus-Variante in USA entdeckt (Ticker) #Coronavirus
2795,"#STIKO wurde heute abgeschafft. Politiker empfehlen jetzt Medizin. \nWissen nun Politiker, wie sicher eine #COVID19 Impfung für Kinder ist? Garantiert nicht! Am Ende könnte der Schaden größer als der Nutzen sein. \nEin schwarzer Tag für Ärzte, vll auch für Kinder. \n#coronavirus"
2796,Alles was Dr. Wodarg voraus gesagt hat ist durch aktuelle Studien belegt worden. \nWieviel Impfschädigungen bis hin zum Tod hätten vermieden werden können?\n#Corona #COVID19\n\n 
2797,"Sehr deutlich &amp; informativ, er kann erklären! "
2798,"BZgA behauptet immer noch, man könne sich durch Impfung vor LongCovid schützen, obwohl längst alle neuen LongCovid-Studien bestätigen: \nImpfung schützt n i c h t vor LongCovid !\n \nGegen LongCovid hilft einzig, sich nicht zu infizieren. \n "
2799,Maskenpflicht bei Flugreisen in der EU entfällt #EU #Coronavirus #Lockerungen #Masken #Flugzeug
2800,An die grauslichen Chats kann er sich offenbar nicht erinnern \n\n 
2801,"Hallo, hier Impftermin-Bot mit dem Bericht zum Fortschritt der Corona-Schutzimpfung für Berlin:\n\nImpfquote 36,86 %\n1.389.336 Immunisierte (+20.668)\n3.376.482 Impfungen (+29.076)\nStand 6.7.2021 14:48\n\n#COVID19 #Impftermin #Berlin #BesserImpformiert"
2802,"Merkel fordert außerdem mehr Flexibilität beim Impfen gegen das #Coronavirus. Die Flexibilität, die das Infektionsschutzgesetz vorsehe, müsse angewandt werden, sagte die Kanzlerin. ""Wenn drei Dosen abends übrig bleiben, müssen sie verimpft werden."""
2803,"Der neue #IfSG-Entwurf.\n\nDemnach darf Lothar Wieler jederzeit in meine Wohnung eindringen, um nach #Sars_Cov_2 (akt. 0,1% CFR) zu fahnden und mein Arbeitgeber in meinem #Impfstatus herumschnüffeln, um mich nach Belieben zu diskriminieren.\n\nEuer Ernst @username @username "
2804,"UK setzt #Schweiz auf #Quarantäne-Liste.\nWeitere werden folgen, wenn wir Trend nicht brechen können "
2805,Tolisso spielt morgen... 
2806,"Europa hält zusammen auf dem Weg aus der #Covid19 Pandemie. Ein Impfstoff von europäischen Forschern wurde in Rekordzeit entwickelt, die ersten Impfungen stehen unmittelbar bevor. Teil 3 unserer Bilanz von #EU2020DE "
2807,THEMEN UND TERMINE\n18. Mai SARS-CoV-2 und Covid-19\n18. Juni Mikrobiologische Schnelldiagnostik\n21. Oktober Infektionen in der Schwangerschaft und frühen Kindheit\n18. November Hygiene-Tage\n02. Dezember Mykologie\n21. Jänner 2022 Mikrobiom und Ausblick auf die Jahrestagung 2022
2808,"Hier gibt es tatsächlich noch welche, die glauben der Maßnahmen-Hokuspokus hätte irgendwas gebracht.\n\n "
2809,Schön wär's... Aber genau so wäre es richtig. 
2810,"Ein Grund dafür, dass die 7-Tage-Inzidenz in sozialen Brennpunkten höher ist als in Villenvierteln? "
2811,Ausser Kontrolle. #Covid_19 #COVID 
2812,"Wenn das Schnürchen bei der #Schutzmaske drei Mal (!) an einem Tag reisst, was bedeutet das? Gibt es da schon einen passenden Aberglauben dazu? Was sagt der Volksmund? #coronaproblems #WearADamnMask #COVID19 "
2813,Wie geboostert und 1 Monat Ausfall.\nWas sagt uns das ?\n#HeinerULTRAS 
2814,"Krisenkosten nicht auf die Bevölkerung abwälzen\nDie notwendige Finanzierung aller Maßnahmen muss durch eine Umverteilung vor allem großer Vermögen erfolgen, um drohende soziale Kahlschläge zu verhindern\n#COVID19 #Corona #hessensozial #lockdown "
2815,"Sehr gute Tabelle zur individuellen Risikoabwägung bzgl #Aerosole: Was geht mit Omicron, was eher nicht (hier berechnet für 1% Prävalenz in der Bevölkerung). Draußen eher geringes Risiko, drinnen &amp; mit schlechter Luft steigt das Risiko schnell hoch an #SARSCoV2 #COVID19 #Omicron "
2816,"Wir haben das Intensivregister erweitert, um das Alter von #COVID19-Patient*innen auf den #Intensivstationen zu erfassen. Dies sind die 1. Ergebnisse zur Altersstruktur von 91% der 4.758 gestern gemeldeten Fälle.\nWeitere Zahlen &amp; Abbildungen\n\n #DIVI "
2817,"Die Chefin des Hamburger Hausärzte-Verbandes hofft, dass es in den Praxen Anfang April mit den Impfungen losgehen kann.\n "
2818,"Wirken die #Coronavirus-Impfstoffe auch gegen die neuen Varianten? Darüber haben @username und ich geschrieben.Nur Stunden nach dem Artikel veröffentlichte ein weiterer Impfstoffhersteller, Novavax, Daten, die für diese Frage sehr relevant sind. Alles sehr spannend. Ein Thread 1/x "
2819,Neue Studie zu #COVID19 / #Corona: Corona: Nun doch Remdesivir? [...] Lesen Sie die kompletten Forschungsergebnisse: #Forschung #Studie #Gesundheit #Medizin #Healthcare #Gesundheitsnachrichten #Gesundeheitsportal 
2820,"Wie ich von Herrn Dr. Streeck gelernt habe, gibt es bei COVID-19 eindeutig einen Saisonaleffekt. \n\nDas bedeutet, Portugal liegt auf der Südhalbkugel und geht nun in den Winter. \n\nDas wäre doch endlich mal was, über das @username berichten könnte. \n\n#StreeckscheSaisonalGeografie"
2821,"Darf frau einem Pfarrer einen großen Eiswasser-Eimer übers Haupt schütten?\n\nFrage für ne Freundin , die erfahren hat, dass der Pinguinvogel dem #homosexuell|en Enkel gesagt hat, dass #Covid19 die Strafe Gottes für Sünden von ihm und seinesgleichen sei.\n\n#Katholiban"
2822,"Heute startet die bisher größte Impfkampagne in Deutschland. Zwei Drittel der Deutschen sind bereit, sich gegen Covid-19 spritzen zu lassen. Doch die Lage bleibt vorerst „besorgniserregend“, warnt der Städtetag – denn noch gibt es zu wenig Impfstoff. "
2823,"Es kostet 2 Mausklicks um herauszufinden, dass sich Bill Gates in Seattle mit 279 Millionen Dollar in das Institute for Health Metrics and Evaluation eingekauft hat, auf das sich @username und @username hier beziehen: #Pandemie #Panikmache #CoronaInfoCH "
2824,3. Fall des mutierten Coronavirus in der Schweiz entdeckt. #Coronavirus #follow. Link: 
2825,Steigende Corona-Inzidenz: „Aktuell ist Covid-19 vor allem eine Krankheit der Ungeimpften“ – DIE WELT 
2826,"Aber die Wissenschaft hat das Coronavirus und seine Gefährlichkeit doch nachgewiesen. Die Neugier der Journalisten kann sich daher nur konzentrieren auf skeptisch denkende Menschen, mit einem Wort Nazis"
2827,"Ich darf hieran erinnern \nWir werden sehen, ob ihr uns erneut belügt \n "
2828,"Ein weiterer, ich nenne es Skandal ... Über Schulen und #COVID19\n\n#TeamSichereBildung #neuinfektionen #SterbenfuerdieSchule "
2829,"Wieso lädt man zur PK ""Weiteres Vorgehen an den Schulen"" nicht ECHT EXPERTEN zum Thema #CoViD19 Testung an Schulen ein wie Univ.-Prof. Mag. Dr. Michael Wagner @username von der Universität Wien?\n\n@username @username @username @username \n\n4/n"
2830,"„95% der Bevölkerung besitzen bereits Antikörper gegen das Coronavirus"" stellt die Immunebridge-Studie von Hendrick Streeck fest. Die Untersuchung der Immunität der Bevölkerung, der sich ausgerechnet Gesundheitsminister Lauterbach vehement verweigert hat. Was macht das mit euch?"
2831,Coronavirus in Deutschland: Verstöße gegen Maskenpflicht kosten künftig mindestens 50 Euro – Startseite – Potsdamer Neueste Nachrichten 
2832,"Auswertung der US-Seuchenbehörde #CDC: ¾ der Neuinfizierten mit #Delta bereits vollständig geimpft. Geimpfte tragen hohe Viruslast. Nun soll Impfung nur Symptome lindern,nicht ganz immunisieren. Kein Wunder,wenn Vertrauen der Bürger in die Impfstoffe sinkt. "
2833,"NRW-Gesundheitsminister Laumann fordert uns HausärztInnen auf, jetzt mal unsere ""Akten nach chronisch Kranken durchzusehen"", die wir gegen #Covid19 impfen dürfen. Ist das der Grund, warum wir erst in 3 Wochen anfangen können? Herr Minister, das erledigen wir mit einem Mausklick!"
2834,Hier die wichtigsten Antworten auf aktuelle Fragen zur #Impfung @username @username 
2835,"Das geht so nicht!! \nEs beschädigt die STIKO als unabhängige, der Wissenschaft verpflichtete, Institution.\nDas war und ist sie aus gutem Grund\nDer Schaden, den die Politik mit ihrer Gutsherrenart da anrichtet, ist weit größer als ein potentiellen Nutzen.\n\n "
2836,"Passiert wie Tomaten. Das macht mir aber nichts aus, genau so wie das Coronavirus nichts ausmachen würde, denn ich bin gesund und mein Immunsystem ist gut "
2837,#Corona: Die Vorwarnzeit bis Erreichen der Kapazitätsgrenze des Gesundheitssystems (laut Zentralinstitut für die kassenärztliche Versorgung) ist die letzten Tage deutlich runter gegangen auf jetzt nur noch 22 Tage #COVID19 #CoronaVirusDE 
2838,Neuseeland Covid-19 lockdown day 12: As it happened Über die Maßnahmen gegen die drei abgebildetes LD-Brecher ist nichts bekannt #twlz 
2839,"Wenn ja, was nun? Sich die Welt in manipulativen Grafiken so zu malen, wie man’s gerade braucht, löst nichts:\n„Nervig“ oder nicht, Covid-19 breitet sich aus, verändert sich. Damit steigt das Risiko, dass der viel zitierte Tunnel womöglich zugeschüttet wird und das ist bekannt. "
2840,Jetzt LIVE: Corona-Expertenrat der Bundesregierung legt seine Empfehlungen für Herbst und Winter vor. 
2841,Die SVP-Delegiertenversammlung in Belp. So sang die Menge. @username #COVID19 
2842,"Ich lachte, obwohl ich es weder sollte noch wollte, als ich gerade gelesen habe, dass der Bundesverband Deutscher Pathologen und die Hufelandgesellschaft (komplementär""medizinische"" Schwurbler) nachträglich dieses #Streeck-#KBV-Papier unterzeichnet haben.\n "
2843,Ein Mann in #Isreal hat sich ein zweites Mal mit dem #Coronavirus angesteckt – und ist an den Folgen der zweiten Infektion gestorben. 
2844,"Über 1.000 neu gemeldete Todesfälle am heutigen #Dienstag in #Deutschland\n\nEINTAUSEND Menschenleben, die den Kampf gegen #COVID19 verloren haben "
2845,"Jede Lungenentzündung hinterläßt Langzeitschäden, und wenn an COVID19 gar nicht mehr Menschen erkranken und sterben als in anderen Jahren, sind die Maßnahmen überflüssig.\n\n "
2846,"Arbeitsverbot oder Kündigungen, nur weil man nicht geimpft ist, sind rechtswidrig. Da sind auch in alle Urteile eindeutig. Lasst euch nicht einschüchtern. Ihr könnt euch erfolgreich wehren.\n\n#Covid_19 #Impfverweigerer #HamburgHasstGesunde #FF #COVID19 #COVIDIOT #btw2021 #b2808 "
2847,"In einer Übersichtsfolie wird nochmal deutlich herausgestellt, dass COVID-19 NICHT gleich Influenza ist!\n\nReferenz: "
2848,"Die Zulassung der BA.5-Impfstoffe war voreilig. Notwendig wäre verbesserter Schutz vor schwerem #COVID19, insbesondere Hochaltriger; Antikörpertests an Mäusen belegen das nicht. Das veränderte Spikeprotein könnte Nebenwirkungsrate verringern oder erhöhen:\n "
2849,Kein Nachweis für vermehrte Impfnebenwirkungen 
2850,Auf den Punkt. 
2851,"Und hier ein sehr informativer Thread von Dr. med Hank Schiffers @username zur Studie:\n\n 1x #COVID19 = 2,84 Jahre Altersbeschleunigung. 30J eine Packung Zigaretten pro Tag lässt die Telomere um ~170 Basenpaare (BP) schrumpfen, 1x #COVID um fast 7000!\n\n#LongCovid #Corona "
2852,"Bonus-Track: Apple und Google haben übrigens mit dem Projekt auch nichts zu tun, wenn man den Originalartikel von CNN richtig liest. (auch das stand schon beim Kurier falsch) "
2853,"Zahlen am 25.04.2021:\n\nNicht-Neuinfizierte: \n83.606.469 (99,99%)\n\nNicht-Neue-Todesfälle:\n83.618.316 (99,9999%)\n\nAnti-7-Tage-Inzidenz:\n99.830,7\n\nGesamtzahl Noch-Nicht-Infizierte:\n80.319.051 (96,05%)\n\nGesamtzahl Überlebende:\n83.618.376 (99,902%)\n\n#COVID19 #Corona #COVID19de "
2854,"#BREntscheid #CoronaInfoCH Mit einem Förderprogramm im Umfang von 50 Mio. CHF will der Bundesrat die Entwicklung und Herstellung von Covid19-Arzneimitteln stärken. Die Bevölkerung soll möglichst rasch Zugang zu neuen, innovativen Medikamenten erhalten BK"
2855,"Mit der Entwicklung kann man den 10 Januar als Enddatum des harten Lockdowns nicht mehr erreichen. Der wichtigste Punkt ist der: Je niedriger die Fallzahl am Ende dieses Lockdowns sein wird, desto weniger Menschen werden insgesamt am Coronavirus in Deutschland sterben. Somit: "
2856,"Bangladesh gifts India 10,000 Remdesivir vials - The Hindu "
2857,"Nein, seit Jahrtausenden gibt es CORONA, in einem COMIC aus 1981 stand in einer Sprechblase schon groß ""CORONAVIRUS""!"
2858,"Update. In den USA sind 600.000 Leute innerhalb der letzten zehn Tage mit mRNA-Impfstoff geimpft worden. Allergische Reaktionen nach Hinweis aus UK: Eine (1).\n\n Im gleichen Zeitraum wurden 120.000 Leute wegen #Covid19 in Kliniken eingeliefert, 20.000 Menschen starben."
2859,Eine bisschen...\n\n...und ganz viel Wut.\n\n#sonntagsvideo \n\n#Corona \n#COVID19 \n#Covidioten \n#Impfverweigerer \n\n#Impfpflicht \n\nIch. Bin. Sauer. 
2860,"Im Blick auf Warnung der @username (und unsere Berichterstattung) gab es Kritik, weil vieles sicherlich bloße Impfreaktion sei &amp; daher nicht meldepflichtig. \n\nInteressant in diesem Zusammenhang, was das @username dem @username Volker Rekittke am 14.2. schrieb. "
2861,"Weitere Steuer-Millionen für Pharmakonzerne: Die Entwicklung von Medikamenten gegen #Corona fördert die Regierung mit 150 Millionen Euro.\n\nWie beim Impfstoff muss das Geld nicht zurückgezahlt werden, auch wenn die Unternehmen später Milliarden verdienen.\n\n "
2862,Daraus aber eine Einschränkung der Grundrechte abzuleiten ist böswillig. Die #Klimakrise wird deutlich mehr von uns abverlangen als #COVID19. Eine Partei wie die AFD will das natürlich nicht wahrhaben. Ich finde es gut wenn Politiker hier ehrlicher wären.
2863,Überlastung der Krankenhäuser: #Brandenburg bittet #Berlin um Aufnahme von 50 #Corona-Patienten in Notfallklinik am Messegelände 
2864,"Inzidenz ist zu hoch, steigt exponentiell, die Intensivstationen sind voll, und es sterben jetzt eher die Menschen in der Mitte ihres Lebens. Auch viele Eltern. Die Bundesländer müssen jetzt handeln. Das, was wir als Bundestag in 1 Woche beschliessen, löst Probleme allein nicht "
2865,Das große Versagen der Politiker...\n\n#COVID19 \n\n Gesundheitsminister #Spahn eigentlich\nimmer noch im Amt?\n;-) 
2866,"“Ich war in einem Zustand, in dem ich mir über Angst nicht mehr viele Gedanken machen konnte.” -betroffener Pneumologe. \n\nHier ein sachlicher, unaufgeregter Bericht seiner aktuellen Infektion. Danke \n\n "
2867,"Hüter kann deutlich nicht mithalten, nicht einmal in Wirtschaftsfragen, hauaha, nur Ablenkung auf Corona-App hilft. "
2868,"Richtungswechsel am Öresund: Der Grund der #Schweden, die Grenze nach #Dänemark zu schließen, ist allerdings nicht die auch in DK vertretene #Mutation des #coronavirus aus Südengland. "
2869,Das Weiße Haus hat auch einen COVID-19 Data Director. 
2870,"Können wir bitte mal aufhören, an den gesunden Menschenverstand zu appellieren? Ich appelliere ja auch nicht an Meerjungfrauen, Einhörner oder den Weihnachtsmann, damit die Infektionsraten endlich sinken \n#COVID19"
2871,Beide Beschlüsse sind richtig und sehr wertvoll. Die Impfung der Kinder schützt den Lernerfolg des Schuljahres. Die Drittimpfung der Älteren schützt diese vor Impfgegnern. Ein guter Tag gegen die Delta Variante 
2872,"Wiederholte #COVID19-Infektionen erhöhen das Risiko von Organversagen und Tod \nForscher empfehlen Masken, Impfstoffe und Wachsamkeit, um Neuinfektionen zu verhindern\n\nSeit Beginn der COVID-19-Pandemie vor fast drei Jahren haben Wissenschaftler gelernt,…\n\n#LongCovid #Corona "
2873,Die #Covid19-Pandemie erforderte drastische und einschränkende Massnahmen. Die Erfahrungen lassen sich allerdings nicht eins zu eins auf die Bewältigung der Klimakrise übertragen. 
2874,Ich will nicht mehr auf diesem Planeten leben \n\n 
2875,Wenn die Ordnungsbehörden mit diesem Engagement in ein #Amazon Logistik-Center reinrocken würden... 
2876,"Coronavirus in der Schweiz: «Neue Virusvarianten machen über 70 Prozent der Fälle aus» – jetzt informieren die Experten des Bundes, 1378 neue Infektionen und 13 neue Todesfälle\n\nDas Update: "
2877,Sehr gut erkennbar: Booster für unter 70jährige aktuell ohne wirklichen Mehrwert. Keine Vorteile weder bei Vermeidung Infektion noch bei Risiko Hospitalisierung. 
2878,"Das glaube ich allerdings auch. Reisebeschränkungen, Risikoländer-Listen, etc sind Zeitverschwendung. #Omikron ist bereits überall &amp; UK ist uns nur wenige Wochen voraus. Viel wichtiger sich auf die Welle vorzubereiten &amp; die verbleibende Zeit sinnvoll zu nutzen #SARSCoV2 #COVID19 "
2879,"Kindersterblichkeit im 1. Lebensjahr massiv gesunken und liegt heute bei +/-3 pro 1000 .\nJetzt haben wir es bei Covid19 mit einem neurotropen Virus zu tun und es ist bekannt, dass neurotrope Viren auch Jahre nach gut überstandener o. symptomloser"
2880,"Finde den Fehler:\n„Bereits bei der Einreise erfolgte am Flughafen ein Schnelltest aller Passagiere auf Sars-CoV-2, der bei der betreffenden Person positiv ausfiel“, sagte ein Ministeriumssprecher. Sie sei dann von Verwandten mit einem Auto abgeholt worden.\n "
2881,"Etwa 5% der Bevölkerung ist immunsuprimiert. Rheumamedikamente, Nierenprobleme, Krebserkrankungen spielen eine Rolle. Für diese Menschen sollte die dritte Dosis nach Abschluss der ersten Impfrunde angeboten werden. In Frankreich wird dies auch gemacht "
2882,Schnitzelpanik bei einem „kleinen zänkischen Bergvolk“ ;-) 
2883,"Stellt Euch mal vor, wir hätten eine Regierung nebst beratender Wissenschaftler, denen Gesundheitsschutz der Bevölkerung wirklich wichtig wäre...\n\nDann würden diese Wissenschaftler folgendes sagen: "
2884,Novavax schreibt schwarze Zahlen dank COVID-19 Impfstoff Nuvaxovid ... #novavax $nvax\n 
2885,"Ich, wenn ich mir die COVID19-Maßnahmen der Regierung für Schulen anschau und mich frag, was die im Sommer gemacht haben "
2886,Coronavirus: Positive Fälle in zwei Hagener Pflegeheimen 
2887,"Seit mehr als zwei Jahren ist Artemisia Annua (einjähriger Beifuß) als mögliches Heilmittel bei Covid-19 im Gespräch, doch Studien dazu versanden oder werden gar nicht erst finanziert. Pharmaindustrie, Politik und WHO spielen dabei eine zweifelhafte Rolle: "
2888,"31 Mio #COVID19 Fälle in \nbedeuten:\n\n3,1 Mio #LongCovid bei 10% Risiko,\n300.000-60000.000 #MECFS \n ( bei 10-20% Risiko) und\n75.000-150.000 Fälle #SevereME \nDas bedeutet schwere chronische Erkrankung mit der Unmöglichkeit Haus oder Bett zu verlassen."
2889,"Ich konnte es nicht glauben &amp; hab daher nachgeschaut. \n\nSehr geehrter Herr #Stöhr (@username erklären Sie, wieso Sie einen Tweet eines bekannten rechtsradikalen Influencer geliket haben. \n\nLiebe #CDU (@username \nwar Ihnen das bei der Nominierung bekannt? /TN #Coronavirus "
2890,"Fällt Ihr #Selbsttest positiv aus, sind Sie sehr wahrscheinlich hochansteckend für andere Menschen. Was es dann zu beachten gibt, sehen Sie im Kurzvideo. Weitere Informationen zu #Corona-Selbsttests gibt es hier: "
2891,+++ #Coronavirus +++ : #RKI meldet 2507 neue positive #Tests – #Großbritannien will #Zahlungen an #WHO deutlich erhöhen 
2892,"Als eher kleineres Haus erhielten wir heute Anfragen von 7 Kliniken aus 4 Bundesländern wg. einer ITS Übernahme, die wir alle ablehnen mussten. Ich warne nicht vor einem ""schlimmen Herbst"" sondern von einer dauerhaften Überlastung des Gesundheitssystems. 1/3 "
2893,"„Die Welt befindet sich in dieser Pandemie an einem gefährlichen Punkt. Wir haben gerade den tragischen Meilenstein von vier Millionen registrierten #Covid19-Toten überschritten, was die Gesamtzahl wahrscheinlich unterschätzt“, sagte Tedros"
2894,Wir züchten uns die Varianten herbei mit dem Impfen 
2895,BW: Corona-Lage an Schulen: 1.058 auf Covid-19 positiv getestete SuS sind gemeldet. 10.102 SuS in Quarantäne. \n\nUnd derzeit sind nur Kl. 1-6 im Regelbetrieb u teilweise/tageweise Abschlussklassen in Präsenz. \n\nWo sollen weitere Öffnungen noch hinführen? 
2896,"Wer ernsthaft fordert oder plant, dass nur #COVID19 Geimpfte ihre Grundrechte zurückbekommen, der hat die Bedeutung von Grundrechten nicht verstanden.\n#Massnahmen #Covid #coronavirus #Grundrechte #Impfung #Corona"
2897,"Update am Morgen: Alle bestätigten #Coronavirus-Infektionen in Deutschland. Recherchieren Sie hier die ständig aktualisierte Lage in allen 401 Stadt- und Landkreisen: (aktualisiert am 17. Dezember 2020, 7:12 Uhr) "
2898,"Dann war da noch die Frau, die im Supermarkt ihrer Freundin laut erzählte, dass ihr Mann mit Covid19 im Bett liege, aber es ihr ja gut ginge, der Schnelltest negativ war und sie deshalb jetzt einkaufen wär.\n\nSo schön ohne Maske, man darf ja endlich.\n\nDa ist sie. Die Freiheit."
2899,"„...ich habe selbst Kinder und wenn ich dann einen 46 Jahre alten Familienvater sehe und weiß, dessen Kinder werden ihren Papa nie wiedersehen, das nimmt einen wirklich mit.“ #uke #COVID19 #hamburg "
2900,Der @username lügt. Lügt. Ich schreibe so sonst nicht. Aber dieser Tweet ist: Lüge. Unwahr. Vorsätzlich falsch. Manipulation. Und bleibt WDR-typisch auf ewig stehen. Weil WDR keine Fehlerkultur hat. Nein: Bewusst lügt und darum nicht klar und transparent Fehler korrigiert. 
2901,"Nein, ging auch so ohne Konzept und ohne darauf zu achten, wie es der „Belegschaft“ damit geht.\n\nLuL, EuE, KuK,alle werden weiter verar***t und lassen sich weiter verar***en. \n\nSuS sind die Leidtragenden und Eltern werden wieder Monate lang um #BildungStattPraesenzpflicht betteln "
2902,Die Inzidenzen sinken wegen unzureichender Testrate und fehlender Daten.\n\n 
2903,COVID-Prognose-Konsortium: Wöchentlich konsolidierte Kurzfristprognosen zum Verlauf der an #COVID19 erkrankten Personen in Österreich #SARSCoV2 #COVID19at 
2904," Im #Berliner Humboldt-Klinikum sind zwei Fälle der ""südafrikanischen"" #Coronavirus-Variante B.1.351 bei identifiziert worden. Nach Angaben von #Vivantes handelt sich um zwei voneinander unabhängige Fälle."
2905,den Eilantrag eines Mallorca-Urlaubers hin kippt ein Gericht die bisherige Praxis des Leipziger Gesundheitsamts. Müssen mehr als 300 weitere Leipziger zu Unrecht zu Hause bleiben? #Corona #Reiserückkehrer #Quarantäne 
2906,Vom #Rechtsextremismus geht eine konkrete Gefahr für die #Impfkampagne aus. Davor warnen @username &amp; andere zu Recht. Für verschwörungsgläubige Impfgegner:innen wäre eine Verzögerung der Impfungen ein fataler Erfolg. 
2907,"Erschütternd! Die 3fach Geimpfte Spiegel-Kolumnistin M.Stokowski, 35, bekam genau 1 Woche nach mir Ende Januar 'Corona'. \nIch, 63, ging nahezu beschwerdefrei nach 8 Tagen wieder arbeiten (mit Abstand).\nFr.Stokowski dagegen diagnostizierte sich #LongCovid.\n "
2908,"Portugal hat heute keinen einzigen Todesfall zu vermelden, das erste Mal seit 9 Monaten. Aber klar, ist ja auch 'ne Insel. #NoCovid "
2909,lieber bundesrat\n\nwarum die durchseuchung der kinder keine gute idee ist...\n\n@username @username 
2910,Ende der epidemischen Lage: Ampel-Parteien planen neue Corona-Regeln #Coronavirus #CoronaRegeln #SPD #Grüne #FDP
2911,"OK, ich sehe ein Muster. #spahn #gutvorbereitet "
2912,Studie der U Manchester nach Auswertung von Maßnahmen in 130 Ländern:\nSchulschließungen &amp; Home-Office effektivste (NPI) Interventionen um #COVID19-Todesfälle zu reduzieren.\n\nTrotzdem wird das bei der Evaluation in #Deutschland wohl irrelevant sein. \n\n 
2913,COVID-19/Korsika: Ab den 18 März Impfungen gegen Covid-19 in Apotheken möglich 
2914,‚Die 10 anthroposophischen Krankenhäuser in Deutschland behandeln #Covid19-Patient:innen mit Ingwer-Auszügen und Meteoriten-Staub. Diese Patient:innen sind in kritischem Zustand und können nicht einmal ihrer Behandlung zustimmen‘ #Corona cc @username 
2915,In anderen europäischen Ländern wird es in der Zeit versetzt ähnlich verlaufen: 
2916,"#Frankreich \n Wahrscheinlich waren das die Dosen, die zur Impfung der ReGIERung vorgesehen waren + falsch geliefert wurden! \n\n""Für die Betroffenen habe die Kochsalz-""Impfung"" keine gesundheitl. Folgen, doch müssen sie nun erneut zur Impfung antreten.""\n "
